Accident_ID,Severity
777,Significant_Damage_And_Serious_Injuries
781,Significant_Damage_And_Serious_Injuries
782,Significant_Damage_And_Serious_Injuries
797,Significant_Damage_And_Serious_Injuries
801,Significant_Damage_And_Serious_Injuries
815,Significant_Damage_And_Serious_Injuries
818,Significant_Damage_And_Serious_Injuries
824,Significant_Damage_And_Serious_Injuries
832,Significant_Damage_And_Serious_Injuries
834,Significant_Damage_And_Serious_Injuries
842,Significant_Damage_And_Serious_Injuries
850,Significant_Damage_And_Serious_Injuries
855,Significant_Damage_And_Serious_Injuries
860,Significant_Damage_And_Serious_Injuries
865,Significant_Damage_And_Serious_Injuries
867,Significant_Damage_And_Serious_Injuries
868,Significant_Damage_And_Serious_Injuries
873,Significant_Damage_And_Serious_Injuries
876,Significant_Damage_And_Serious_Injuries
882,Significant_Damage_And_Serious_Injuries
886,Significant_Damage_And_Serious_Injuries
887,Significant_Damage_And_Serious_Injuries
888,Significant_Damage_And_Serious_Injuries
889,Significant_Damage_And_Serious_Injuries
898,Significant_Damage_And_Serious_Injuries
902,Significant_Damage_And_Serious_Injuries
908,Significant_Damage_And_Serious_Injuries
909,Significant_Damage_And_Serious_Injuries
914,Significant_Damage_And_Serious_Injuries
927,Significant_Damage_And_Serious_Injuries
940,Significant_Damage_And_Serious_Injuries
944,Significant_Damage_And_Serious_Injuries
950,Significant_Damage_And_Serious_Injuries
951,Significant_Damage_And_Serious_Injuries
953,Significant_Damage_And_Serious_Injuries
956,Significant_Damage_And_Serious_Injuries
967,Significant_Damage_And_Serious_Injuries
977,Significant_Damage_And_Serious_Injuries
978,Significant_Damage_And_Serious_Injuries
979,Significant_Damage_And_Serious_Injuries
982,Significant_Damage_And_Serious_Injuries
989,Significant_Damage_And_Serious_Injuries
990,Significant_Damage_And_Serious_Injuries
999,Significant_Damage_And_Serious_Injuries
1005,Significant_Damage_And_Serious_Injuries
1011,Significant_Damage_And_Serious_Injuries
1013,Significant_Damage_And_Serious_Injuries
1015,Significant_Damage_And_Serious_Injuries
1018,Significant_Damage_And_Serious_Injuries
1021,Significant_Damage_And_Serious_Injuries
1022,Significant_Damage_And_Serious_Injuries
1024,Significant_Damage_And_Serious_Injuries
1025,Significant_Damage_And_Serious_Injuries
1031,Significant_Damage_And_Serious_Injuries
1036,Significant_Damage_And_Serious_Injuries
1048,Significant_Damage_And_Serious_Injuries
1050,Significant_Damage_And_Serious_Injuries
1055,Significant_Damage_And_Serious_Injuries
1057,Significant_Damage_And_Serious_Injuries
1072,Significant_Damage_And_Serious_Injuries
1075,Significant_Damage_And_Serious_Injuries
1082,Significant_Damage_And_Serious_Injuries
1102,Significant_Damage_And_Serious_Injuries
1103,Significant_Damage_And_Serious_Injuries
1109,Significant_Damage_And_Serious_Injuries
1114,Significant_Damage_And_Serious_Injuries
1116,Significant_Damage_And_Serious_Injuries
1123,Significant_Damage_And_Serious_Injuries
1127,Significant_Damage_And_Serious_Injuries
1135,Significant_Damage_And_Serious_Injuries
1143,Significant_Damage_And_Serious_Injuries
1144,Significant_Damage_And_Serious_Injuries
1147,Significant_Damage_And_Serious_Injuries
1149,Significant_Damage_And_Serious_Injuries
1155,Significant_Damage_And_Serious_Injuries
1158,Significant_Damage_And_Serious_Injuries
1160,Significant_Damage_And_Serious_Injuries
1164,Significant_Damage_And_Serious_Injuries
1170,Significant_Damage_And_Serious_Injuries
1175,Significant_Damage_And_Serious_Injuries
1179,Significant_Damage_And_Serious_Injuries
1186,Significant_Damage_And_Serious_Injuries
1193,Significant_Damage_And_Serious_Injuries
1197,Significant_Damage_And_Serious_Injuries
1198,Significant_Damage_And_Serious_Injuries
1207,Significant_Damage_And_Serious_Injuries
1213,Significant_Damage_And_Serious_Injuries
1217,Significant_Damage_And_Serious_Injuries
1226,Significant_Damage_And_Serious_Injuries
1227,Significant_Damage_And_Serious_Injuries
1234,Significant_Damage_And_Serious_Injuries
1238,Significant_Damage_And_Serious_Injuries
1240,Significant_Damage_And_Serious_Injuries
1242,Significant_Damage_And_Serious_Injuries
1250,Significant_Damage_And_Serious_Injuries
1251,Significant_Damage_And_Serious_Injuries
1256,Significant_Damage_And_Serious_Injuries
1258,Significant_Damage_And_Serious_Injuries
1269,Significant_Damage_And_Serious_Injuries
1270,Significant_Damage_And_Serious_Injuries
1271,Significant_Damage_And_Serious_Injuries
1272,Significant_Damage_And_Serious_Injuries
1279,Significant_Damage_And_Serious_Injuries
1282,Significant_Damage_And_Serious_Injuries
1284,Significant_Damage_And_Serious_Injuries
1285,Significant_Damage_And_Serious_Injuries
1286,Significant_Damage_And_Serious_Injuries
1294,Significant_Damage_And_Serious_Injuries
1305,Significant_Damage_And_Serious_Injuries
1310,Significant_Damage_And_Serious_Injuries
1312,Significant_Damage_And_Serious_Injuries
1325,Significant_Damage_And_Serious_Injuries
1333,Significant_Damage_And_Serious_Injuries
1343,Significant_Damage_And_Serious_Injuries
1347,Significant_Damage_And_Serious_Injuries
1348,Significant_Damage_And_Serious_Injuries
1350,Significant_Damage_And_Serious_Injuries
1355,Significant_Damage_And_Serious_Injuries
1357,Significant_Damage_And_Serious_Injuries
1371,Significant_Damage_And_Serious_Injuries
1378,Significant_Damage_And_Serious_Injuries
1393,Significant_Damage_And_Serious_Injuries
1398,Significant_Damage_And_Serious_Injuries
1405,Significant_Damage_And_Serious_Injuries
1406,Significant_Damage_And_Serious_Injuries
1407,Significant_Damage_And_Serious_Injuries
1421,Significant_Damage_And_Serious_Injuries
1431,Significant_Damage_And_Serious_Injuries
1432,Significant_Damage_And_Serious_Injuries
1437,Significant_Damage_And_Serious_Injuries
1439,Significant_Damage_And_Serious_Injuries
1440,Significant_Damage_And_Serious_Injuries
1441,Significant_Damage_And_Serious_Injuries
1442,Significant_Damage_And_Serious_Injuries
1448,Significant_Damage_And_Serious_Injuries
1450,Significant_Damage_And_Serious_Injuries
1453,Significant_Damage_And_Serious_Injuries
1454,Significant_Damage_And_Serious_Injuries
1460,Significant_Damage_And_Serious_Injuries
1461,Significant_Damage_And_Serious_Injuries
1473,Significant_Damage_And_Serious_Injuries
1481,Significant_Damage_And_Serious_Injuries
1488,Significant_Damage_And_Serious_Injuries
1499,Significant_Damage_And_Serious_Injuries
1502,Significant_Damage_And_Serious_Injuries
1505,Significant_Damage_And_Serious_Injuries
1511,Significant_Damage_And_Serious_Injuries
1516,Significant_Damage_And_Serious_Injuries
1523,Significant_Damage_And_Serious_Injuries
1527,Significant_Damage_And_Serious_Injuries
1560,Significant_Damage_And_Serious_Injuries
1566,Significant_Damage_And_Serious_Injuries
1567,Significant_Damage_And_Serious_Injuries
1568,Significant_Damage_And_Serious_Injuries
1569,Significant_Damage_And_Serious_Injuries
1570,Significant_Damage_And_Serious_Injuries
1576,Significant_Damage_And_Serious_Injuries
1589,Significant_Damage_And_Serious_Injuries
1592,Significant_Damage_And_Serious_Injuries
1598,Significant_Damage_And_Serious_Injuries
1599,Significant_Damage_And_Serious_Injuries
1600,Significant_Damage_And_Serious_Injuries
1607,Significant_Damage_And_Serious_Injuries
1608,Significant_Damage_And_Serious_Injuries
1611,Significant_Damage_And_Serious_Injuries
1613,Significant_Damage_And_Serious_Injuries
1623,Significant_Damage_And_Serious_Injuries
1647,Significant_Damage_And_Serious_Injuries
1649,Significant_Damage_And_Serious_Injuries
1658,Significant_Damage_And_Serious_Injuries
1662,Significant_Damage_And_Serious_Injuries
1668,Significant_Damage_And_Serious_Injuries
1676,Significant_Damage_And_Serious_Injuries
1678,Significant_Damage_And_Serious_Injuries
1682,Significant_Damage_And_Serious_Injuries
1690,Significant_Damage_And_Serious_Injuries
1701,Significant_Damage_And_Serious_Injuries
1710,Significant_Damage_And_Serious_Injuries
1723,Significant_Damage_And_Serious_Injuries
1725,Significant_Damage_And_Serious_Injuries
1747,Significant_Damage_And_Serious_Injuries
1748,Significant_Damage_And_Serious_Injuries
1754,Significant_Damage_And_Serious_Injuries
1756,Significant_Damage_And_Serious_Injuries
1757,Significant_Damage_And_Serious_Injuries
1770,Significant_Damage_And_Serious_Injuries
1774,Significant_Damage_And_Serious_Injuries
1776,Significant_Damage_And_Serious_Injuries
1789,Significant_Damage_And_Serious_Injuries
1794,Significant_Damage_And_Serious_Injuries
1804,Significant_Damage_And_Serious_Injuries
1806,Significant_Damage_And_Serious_Injuries
1807,Significant_Damage_And_Serious_Injuries
1811,Significant_Damage_And_Serious_Injuries
1814,Significant_Damage_And_Serious_Injuries
1826,Significant_Damage_And_Serious_Injuries
1832,Significant_Damage_And_Serious_Injuries
1835,Significant_Damage_And_Serious_Injuries
1839,Significant_Damage_And_Serious_Injuries
1840,Significant_Damage_And_Serious_Injuries
1848,Significant_Damage_And_Serious_Injuries
1849,Significant_Damage_And_Serious_Injuries
1850,Significant_Damage_And_Serious_Injuries
1854,Significant_Damage_And_Serious_Injuries
1861,Significant_Damage_And_Serious_Injuries
1866,Significant_Damage_And_Serious_Injuries
1868,Significant_Damage_And_Serious_Injuries
1872,Significant_Damage_And_Serious_Injuries
1875,Significant_Damage_And_Serious_Injuries
1877,Significant_Damage_And_Serious_Injuries
1879,Significant_Damage_And_Serious_Injuries
1880,Significant_Damage_And_Serious_Injuries
1892,Significant_Damage_And_Serious_Injuries
1896,Significant_Damage_And_Serious_Injuries
1898,Significant_Damage_And_Serious_Injuries
1899,Significant_Damage_And_Serious_Injuries
1903,Significant_Damage_And_Serious_Injuries
1909,Significant_Damage_And_Serious_Injuries
1912,Significant_Damage_And_Serious_Injuries
1920,Significant_Damage_And_Serious_Injuries
1933,Significant_Damage_And_Serious_Injuries
1940,Significant_Damage_And_Serious_Injuries
1941,Significant_Damage_And_Serious_Injuries
1944,Significant_Damage_And_Serious_Injuries
1946,Significant_Damage_And_Serious_Injuries
1950,Significant_Damage_And_Serious_Injuries
1955,Significant_Damage_And_Serious_Injuries
1957,Significant_Damage_And_Serious_Injuries
1958,Significant_Damage_And_Serious_Injuries
1965,Significant_Damage_And_Serious_Injuries
1971,Significant_Damage_And_Serious_Injuries
1974,Significant_Damage_And_Serious_Injuries
1980,Significant_Damage_And_Serious_Injuries
1984,Significant_Damage_And_Serious_Injuries
1990,Significant_Damage_And_Serious_Injuries
1991,Significant_Damage_And_Serious_Injuries
1994,Significant_Damage_And_Serious_Injuries
1997,Significant_Damage_And_Serious_Injuries
2006,Significant_Damage_And_Serious_Injuries
2008,Significant_Damage_And_Serious_Injuries
2013,Significant_Damage_And_Serious_Injuries
2015,Significant_Damage_And_Serious_Injuries
2016,Significant_Damage_And_Serious_Injuries
2021,Significant_Damage_And_Serious_Injuries
2023,Significant_Damage_And_Serious_Injuries
2038,Significant_Damage_And_Serious_Injuries
2040,Significant_Damage_And_Serious_Injuries
2048,Significant_Damage_And_Serious_Injuries
2063,Significant_Damage_And_Serious_Injuries
2073,Significant_Damage_And_Serious_Injuries
2075,Significant_Damage_And_Serious_Injuries
2081,Significant_Damage_And_Serious_Injuries
2082,Significant_Damage_And_Serious_Injuries
2086,Significant_Damage_And_Serious_Injuries
2090,Significant_Damage_And_Serious_Injuries
2091,Significant_Damage_And_Serious_Injuries
2094,Significant_Damage_And_Serious_Injuries
2096,Significant_Damage_And_Serious_Injuries
2097,Significant_Damage_And_Serious_Injuries
2101,Significant_Damage_And_Serious_Injuries
2103,Significant_Damage_And_Serious_Injuries
2106,Significant_Damage_And_Serious_Injuries
2107,Significant_Damage_And_Serious_Injuries
2113,Significant_Damage_And_Serious_Injuries
2122,Significant_Damage_And_Serious_Injuries
2123,Significant_Damage_And_Serious_Injuries
2132,Significant_Damage_And_Serious_Injuries
2134,Significant_Damage_And_Serious_Injuries
2141,Significant_Damage_And_Serious_Injuries
2145,Significant_Damage_And_Serious_Injuries
2147,Significant_Damage_And_Serious_Injuries
2149,Significant_Damage_And_Serious_Injuries
2155,Significant_Damage_And_Serious_Injuries
2161,Significant_Damage_And_Serious_Injuries
2177,Significant_Damage_And_Serious_Injuries
2179,Significant_Damage_And_Serious_Injuries
2182,Significant_Damage_And_Serious_Injuries
2192,Significant_Damage_And_Serious_Injuries
2195,Significant_Damage_And_Serious_Injuries
2196,Significant_Damage_And_Serious_Injuries
2197,Significant_Damage_And_Serious_Injuries
2199,Significant_Damage_And_Serious_Injuries
2204,Significant_Damage_And_Serious_Injuries
2206,Significant_Damage_And_Serious_Injuries
2212,Significant_Damage_And_Serious_Injuries
2215,Significant_Damage_And_Serious_Injuries
2217,Significant_Damage_And_Serious_Injuries
2220,Significant_Damage_And_Serious_Injuries
2222,Significant_Damage_And_Serious_Injuries
2227,Significant_Damage_And_Serious_Injuries
2239,Significant_Damage_And_Serious_Injuries
2241,Significant_Damage_And_Serious_Injuries
2246,Significant_Damage_And_Serious_Injuries
2254,Significant_Damage_And_Serious_Injuries
2255,Significant_Damage_And_Serious_Injuries
2259,Significant_Damage_And_Serious_Injuries
2263,Significant_Damage_And_Serious_Injuries
2264,Significant_Damage_And_Serious_Injuries
2269,Significant_Damage_And_Serious_Injuries
2281,Significant_Damage_And_Serious_Injuries
2284,Significant_Damage_And_Serious_Injuries
2285,Significant_Damage_And_Serious_Injuries
2292,Significant_Damage_And_Serious_Injuries
2293,Significant_Damage_And_Serious_Injuries
2299,Significant_Damage_And_Serious_Injuries
2301,Significant_Damage_And_Serious_Injuries
2302,Significant_Damage_And_Serious_Injuries
2303,Significant_Damage_And_Serious_Injuries
2307,Significant_Damage_And_Serious_Injuries
2315,Significant_Damage_And_Serious_Injuries
2316,Significant_Damage_And_Serious_Injuries
2317,Significant_Damage_And_Serious_Injuries
2320,Significant_Damage_And_Serious_Injuries
2322,Significant_Damage_And_Serious_Injuries
2334,Significant_Damage_And_Serious_Injuries
2336,Significant_Damage_And_Serious_Injuries
2342,Significant_Damage_And_Serious_Injuries
2343,Significant_Damage_And_Serious_Injuries
2349,Significant_Damage_And_Serious_Injuries
2354,Significant_Damage_And_Serious_Injuries
2357,Significant_Damage_And_Serious_Injuries
2364,Significant_Damage_And_Serious_Injuries
2370,Significant_Damage_And_Serious_Injuries
2379,Significant_Damage_And_Serious_Injuries
2389,Significant_Damage_And_Serious_Injuries
2400,Significant_Damage_And_Serious_Injuries
2402,Significant_Damage_And_Serious_Injuries
2406,Significant_Damage_And_Serious_Injuries
2427,Significant_Damage_And_Serious_Injuries
2429,Significant_Damage_And_Serious_Injuries
2435,Significant_Damage_And_Serious_Injuries
2438,Significant_Damage_And_Serious_Injuries
2439,Significant_Damage_And_Serious_Injuries
2449,Significant_Damage_And_Serious_Injuries
2454,Significant_Damage_And_Serious_Injuries
2455,Significant_Damage_And_Serious_Injuries
2462,Significant_Damage_And_Serious_Injuries
2471,Significant_Damage_And_Serious_Injuries
2472,Significant_Damage_And_Serious_Injuries
2475,Significant_Damage_And_Serious_Injuries
2476,Significant_Damage_And_Serious_Injuries
2483,Significant_Damage_And_Serious_Injuries
2485,Significant_Damage_And_Serious_Injuries
2488,Significant_Damage_And_Serious_Injuries
2492,Significant_Damage_And_Serious_Injuries
2494,Significant_Damage_And_Serious_Injuries
2504,Significant_Damage_And_Serious_Injuries
2510,Significant_Damage_And_Serious_Injuries
2516,Significant_Damage_And_Serious_Injuries
2517,Significant_Damage_And_Serious_Injuries
2519,Significant_Damage_And_Serious_Injuries
2527,Significant_Damage_And_Serious_Injuries
2529,Significant_Damage_And_Serious_Injuries
2540,Significant_Damage_And_Serious_Injuries
2546,Significant_Damage_And_Serious_Injuries
2553,Significant_Damage_And_Serious_Injuries
2554,Significant_Damage_And_Serious_Injuries
2558,Significant_Damage_And_Serious_Injuries
2572,Significant_Damage_And_Serious_Injuries
2585,Significant_Damage_And_Serious_Injuries
2587,Significant_Damage_And_Serious_Injuries
2597,Significant_Damage_And_Serious_Injuries
2599,Significant_Damage_And_Serious_Injuries
2600,Significant_Damage_And_Serious_Injuries
2601,Significant_Damage_And_Serious_Injuries
2608,Significant_Damage_And_Serious_Injuries
2613,Significant_Damage_And_Serious_Injuries
2616,Significant_Damage_And_Serious_Injuries
2619,Significant_Damage_And_Serious_Injuries
2620,Significant_Damage_And_Serious_Injuries
2621,Significant_Damage_And_Serious_Injuries
2622,Significant_Damage_And_Serious_Injuries
2623,Significant_Damage_And_Serious_Injuries
2634,Significant_Damage_And_Serious_Injuries
2636,Significant_Damage_And_Serious_Injuries
2640,Significant_Damage_And_Serious_Injuries
2643,Significant_Damage_And_Serious_Injuries
2646,Significant_Damage_And_Serious_Injuries
2651,Significant_Damage_And_Serious_Injuries
2653,Significant_Damage_And_Serious_Injuries
2654,Significant_Damage_And_Serious_Injuries
2657,Significant_Damage_And_Serious_Injuries
2658,Significant_Damage_And_Serious_Injuries
2664,Significant_Damage_And_Serious_Injuries
2667,Significant_Damage_And_Serious_Injuries
2668,Significant_Damage_And_Serious_Injuries
2680,Significant_Damage_And_Serious_Injuries
2682,Significant_Damage_And_Serious_Injuries
2692,Significant_Damage_And_Serious_Injuries
2693,Significant_Damage_And_Serious_Injuries
2695,Significant_Damage_And_Serious_Injuries
2697,Significant_Damage_And_Serious_Injuries
2698,Significant_Damage_And_Serious_Injuries
2703,Significant_Damage_And_Serious_Injuries
2718,Significant_Damage_And_Serious_Injuries
2728,Significant_Damage_And_Serious_Injuries
2729,Significant_Damage_And_Serious_Injuries
2736,Significant_Damage_And_Serious_Injuries
2737,Significant_Damage_And_Serious_Injuries
2738,Significant_Damage_And_Serious_Injuries
2739,Significant_Damage_And_Serious_Injuries
2746,Significant_Damage_And_Serious_Injuries
2750,Significant_Damage_And_Serious_Injuries
2755,Significant_Damage_And_Serious_Injuries
2764,Significant_Damage_And_Serious_Injuries
2767,Significant_Damage_And_Serious_Injuries
2769,Significant_Damage_And_Serious_Injuries
2772,Significant_Damage_And_Serious_Injuries
2777,Significant_Damage_And_Serious_Injuries
2778,Significant_Damage_And_Serious_Injuries
2779,Significant_Damage_And_Serious_Injuries
2780,Significant_Damage_And_Serious_Injuries
2785,Significant_Damage_And_Serious_Injuries
2793,Significant_Damage_And_Serious_Injuries
2801,Significant_Damage_And_Serious_Injuries
2814,Significant_Damage_And_Serious_Injuries
2821,Significant_Damage_And_Serious_Injuries
2828,Significant_Damage_And_Serious_Injuries
2834,Significant_Damage_And_Serious_Injuries
2844,Significant_Damage_And_Serious_Injuries
2848,Significant_Damage_And_Serious_Injuries
2850,Significant_Damage_And_Serious_Injuries
2852,Significant_Damage_And_Serious_Injuries
2860,Significant_Damage_And_Serious_Injuries
2861,Significant_Damage_And_Serious_Injuries
2864,Significant_Damage_And_Serious_Injuries
2868,Significant_Damage_And_Serious_Injuries
2886,Significant_Damage_And_Serious_Injuries
2887,Significant_Damage_And_Serious_Injuries
2890,Significant_Damage_And_Serious_Injuries
2892,Significant_Damage_And_Serious_Injuries
2907,Significant_Damage_And_Serious_Injuries
2908,Significant_Damage_And_Serious_Injuries
2909,Significant_Damage_And_Serious_Injuries
2914,Significant_Damage_And_Serious_Injuries
2917,Significant_Damage_And_Serious_Injuries
2923,Significant_Damage_And_Serious_Injuries
2924,Significant_Damage_And_Serious_Injuries
2934,Significant_Damage_And_Serious_Injuries
2937,Significant_Damage_And_Serious_Injuries
2945,Significant_Damage_And_Serious_Injuries
2948,Significant_Damage_And_Serious_Injuries
2950,Significant_Damage_And_Serious_Injuries
2953,Significant_Damage_And_Serious_Injuries
2955,Significant_Damage_And_Serious_Injuries
2959,Significant_Damage_And_Serious_Injuries
2971,Significant_Damage_And_Serious_Injuries
2974,Significant_Damage_And_Serious_Injuries
2987,Significant_Damage_And_Serious_Injuries
2994,Significant_Damage_And_Serious_Injuries
2995,Significant_Damage_And_Serious_Injuries
3003,Significant_Damage_And_Serious_Injuries
3013,Significant_Damage_And_Serious_Injuries
3014,Significant_Damage_And_Serious_Injuries
3015,Significant_Damage_And_Serious_Injuries
3028,Significant_Damage_And_Serious_Injuries
3041,Significant_Damage_And_Serious_Injuries
3053,Significant_Damage_And_Serious_Injuries
3057,Significant_Damage_And_Serious_Injuries
3059,Significant_Damage_And_Serious_Injuries
3060,Significant_Damage_And_Serious_Injuries
3069,Significant_Damage_And_Serious_Injuries
3071,Significant_Damage_And_Serious_Injuries
3072,Significant_Damage_And_Serious_Injuries
3082,Significant_Damage_And_Serious_Injuries
3084,Significant_Damage_And_Serious_Injuries
3086,Significant_Damage_And_Serious_Injuries
3098,Significant_Damage_And_Serious_Injuries
3100,Significant_Damage_And_Serious_Injuries
3102,Significant_Damage_And_Serious_Injuries
3110,Significant_Damage_And_Serious_Injuries
3111,Significant_Damage_And_Serious_Injuries
3118,Significant_Damage_And_Serious_Injuries
3119,Significant_Damage_And_Serious_Injuries
3125,Significant_Damage_And_Serious_Injuries
3133,Significant_Damage_And_Serious_Injuries
3136,Significant_Damage_And_Serious_Injuries
3141,Significant_Damage_And_Serious_Injuries
3149,Significant_Damage_And_Serious_Injuries
3150,Significant_Damage_And_Serious_Injuries
3155,Significant_Damage_And_Serious_Injuries
3156,Significant_Damage_And_Serious_Injuries
